id_dpto;divipola;nombre;latitud;Longitud;SubregionPDET;zonaReservaCampesina;zomac ;ruralidad;restitucionTierras;zonaNucleoReforma;mape
17;17013;Aguadas;5,610244;-75,45487;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
17;17042;Anserma;5,236471;-75,784343;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
17;17050;Aranzazu;5,271195;-75,49129;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
17;17088;Belalcázar;4,993785;-75,811918;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
17;17174;Chinchiná;4,985227;-75,607529;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
17;17272;Filadelfia;5,297091;-75,562474;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Presencia
17;17380;La dorada;5,460834;-74,668819;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Presencia
17;17388;La merced;5,39647;-75,546486;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
17;17433;Manzanares;5,255699;-75,152829;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
17;17442;Marmato;5,47422;-75,600049;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Presencia
17;17444;Marquetalia;5,297525;-75,053097;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
17;17446;Marulanda;5,284304;-75,259721;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
17;17486;Neira;5,166895;-75,520006;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
17;17495;Norcasia;5,574796;-74,889543;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
17;17513;Pácora;5,527172;-75,459621;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
17;17524;Palestina;5,017879;-75,624577;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
17;17541;Pensilvania;5,383281;-75,160299;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
17;17614;Riosucio;5,423673;-75,702104;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Presencia
17;17616;Risaralda;5,164509;-75,76722;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
17;17653;Salamina;5,403025;-75,487223;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
17;17662;Samaná;5,41308;-74,992263;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Presencia
17;17665;San josé;5,08231;-75,792063;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
17;17777;Supía;5,446843;-75,64966;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Presencia
17;17867;Victoria;5,317437;-74,911239;No PDET;Sin zona;false;Rural;true;No ZNRA;Presencia
17;17873;Villamaría;5,038925;-75,502487;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
17;17877;Viterbo;5,062664;-75,87061;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
18;18001;Florencia;1,618196;-75,609831;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
18;18029;Albania;1,328526;-75,878375;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18094;Belén de los andaquíes;1,415812;-75,872405;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18150;Cartagena del chairá;1,332371;-74,847867;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
18;18205;Curillo;1,033473;-75,919205;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18247;El doncello;1,679951;-75,283631;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18256;El paujíl;1,570226;-75,326093;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18410;La montañita;1,479173;-75,436408;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
18;18460;Milán;1,29021;-75,506926;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
18;18479;Morelia;1,486611;-75,724146;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
18;18592;Puerto rico;1,909063;-75,157604;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18610;San josé del fragua;1,330266;-75,973796;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18753;San vicente del caguán;2,119413;-74,767894;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Cuenca Río Pato y Valle de Balsillas;true;Rural;true;No ZNRA;Ausencia
18;18756;Solano;0,699077;-75,253702;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
18;18785;Solita;0,87654;-75,619902;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
18;18860;Valparaíso;1,194619;-75,70671;CUENCA DEL CAGUÁN Y PIEDEMONTE CAQUETEÑO;Sin zona;true;Rural;true;No ZNRA;Ausencia
19;19001;Popayán;2,459641;-76,599377;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Presencia
19;19022;Almaguer;1,913429;-76,85607;No PDET;Sin zona;false;Rural;true;No ZNRA;Presencia
19;19050;Argelia;2,257427;-77,24905;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural disperso;true;No ZNRA;Presencia
19;19075;Balboa;2,040998;-77,215773;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Presencia
19;19100;Bolívar;1,837538;-76,966215;No PDET;Sin zona;false;Rural;true;No ZNRA;Presencia
19;19110;Buenos aires;3,015382;-76,642238;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Presencia
19;19130;Cajibío;2,623371;-76,570682;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Ausencia
19;19137;Caldono;2,798059;-76,484319;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Ausencia
19;19142;Caloto;3,034531;-76,408941;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Ausencia
19;19212;Corinto;3,173854;-76,261866;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
19;19256;El tambo;2,451409;-76,810911;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural disperso;true;No ZNRA;Presencia
19;19290;Florencia;1,682535;-77,072547;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
19;19300;Guachené;3,134153;-76,392189;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
19;19318;Guapi;2,571337;-77,88797;PACÍFICO MEDIO;Sin zona;true;Rural;true;No ZNRA;Presencia
19;19355;Inzá;2,549183;-76,063503;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Presencia
19;19364;Jambaló;2,777834;-76,323877;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Presencia
19;19392;La sierra;2,179383;-76,763278;No PDET;Sin zona;false;Rural;true;No ZNRA;Presencia
19;19397;La vega;2,001803;-76,778771;No PDET;Sin zona;false;Rural;true;No ZNRA;Presencia
19;19418;López de micay;2,846788;-77,247803;PACÍFICO MEDIO;Sin zona;true;Rural disperso;true;No ZNRA;Presencia
19;19450;Mercaderes;1,789193;-77,164319;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
19;19455;Miranda;3,254651;-76,228722;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
19;19473;Morales;2,754684;-76,629106;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Presencia
19;19513;Padilla;3,220984;-76,313265;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
19;19517;Páez;2,645724;-75,970685;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Presencia
19;19532;Patía;2,115875;-76,981075;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Presencia
19;19533;Piamonte;1,11754;-76,327588;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Presencia
19;19548;Piendamó - tunía;2,64228;-76,528615;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Intermedio;true;No ZNRA;Presencia
19;19573;Puerto tejada;3,233254;-76,417673;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
19;19585;Puracé;2,341507;-76,496698;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
19;19622;Rosas;2,260941;-76,740336;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Presencia
19;19693;San sebastián;1,838451;-76,769467;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Presencia
19;19698;Santander de quilichao;3,015008;-76,485141;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Intermedio;true;No ZNRA;Presencia
19;19701;Santa rosa;1,700916;-76,573252;No PDET;La Tuna;true;Rural disperso;true;No ZNRA;Presencia
19;19743;Silvia;2,611927;-76,379753;No PDET;Sin zona;false;Rural;true;No ZNRA;Presencia
19;19760;Sotará paispamba;2,253156;-76,613365;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
19;19780;Suárez;2,959785;-76,69357;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Presencia
19;19785;Sucre;2,038237;-76,926279;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
19;19807;Timbío;2,349686;-76,684476;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
19;19809;Timbiquí;2,777312;-77,667541;PACÍFICO MEDIO;Sin zona;true;Rural disperso;true;No ZNRA;Presencia
19;19821;Toribío;2,953017;-76,270284;ALTO PATÍA Y NORTE DEL CAUCA;Sin zona;true;Rural;true;No ZNRA;Ausencia
19;19824;Totoró;2,510252;-76,403628;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
19;19845;Villa rica;3,17762;-76,458025;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
20;20001;Valledupar;10,460472;-73,259398;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
20;20011;Aguachica;8,306811;-73,614027;No PDET;Sin zona;true;Intermedio;true;Magdalena Medio;Ausencia
20;20013;Agustín codazzi;10,040454;-73,238389;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
20;20032;Astrea;9,498062;-73,975842;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
20;20045;Becerril;9,704404;-73,278707;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20060;Bosconia;9,975098;-73,888761;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
20;20175;Chimichagua;9,25875;-73,813278;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
20;20178;Chiriguaná;9,361058;-73,599913;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20228;Curumaní;9,201716;-73,540843;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20238;El copey;10,149883;-73,962703;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20250;El paso;9,668461;-73,742012;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
20;20295;Gamarra;8,324793;-73,737558;No PDET;Sin zona;false;Rural;true;Magdalena Medio;Ausencia
20;20310;González;8,389604;-73,38004;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
20;20383;La gloria;8,619298;-73,80321;No PDET;Sin zona;true;Rural;true;Magdalena Medio;Ausencia
20;20400;La jagua de ibirico;9,563752;-73,334143;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20443;Manaure balcón del cesar;10,390776;-73,029472;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
20;20517;Pailitas;8,959399;-73,625825;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20550;Pelaya;8,689451;-73,666735;No PDET;Sin zona;true;Rural;true;Magdalena Medio;Ausencia
20;20570;Pueblo bello;10,417321;-73,586211;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
20;20614;Río de oro;8,292292;-73,386393;No PDET;Sin zona;false;Rural;true;Magdalena Medio;Ausencia
20;20621;La paz;10,387552;-73,171365;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20710;San alberto;7,76111;-73,393889;No PDET;Sin zona;false;Rural;true;Magdalena Medio;Ausencia
20;20750;San diego;10,333039;-73,181208;SIERRA NEVADA-PERIJÁ-ZONA BANANERA;Sin zona;true;Rural;true;No ZNRA;Ausencia
20;20770;San martín;7,999855;-73,510914;No PDET;Sin zona;false;Rural;true;Magdalena Medio;Ausencia
20;20787;Tamalameque;8,861725;-73,812172;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
23;23001;Montería;8,759789;-75,873096;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;Cordoba;Ausencia
23;23068;Ayapel;8,313838;-75,146048;No PDET;Sin zona;false;Intermedio;true;Cordoba;Presencia
23;23079;Buenavista;8,221187;-75,480897;No PDET;Sin zona;false;Rural;true;Cordoba;Ausencia
23;23090;Canalete;8,786939;-76,241476;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
23;23162;Cereté;8,888532;-75,796093;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23168;Chimá;9,149698;-75,626886;No PDET;Sin zona;false;Rural disperso;true;Cordoba;Ausencia
23;23182;Chinú;9,105473;-75,399633;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23189;Ciénaga de oro;8,875794;-75,620807;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23300;Cotorra;9,037163;-75,799216;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23350;La apartada;8,050125;-75,336031;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23417;Lorica;9,240789;-75,816084;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23419;Los córdobas;8,892098;-76,35518;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
23;23464;Momil;9,240707;-75,67796;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23466;Montelíbano;7,973777;-75,416818;SUR DE CÓRDOBA;Sin zona;true;Intermedio;true;Cordoba;Presencia
23;23500;Moñitos;9,245223;-76,1291;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
23;23555;Planeta rica;8,4082;-75,583241;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23570;Pueblo nuevo;8,504099;-75,508035;No PDET;Sin zona;false;Rural;true;Cordoba;Ausencia
23;23574;Puerto escondido;9,005372;-76,260411;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
23;23580;Puerto libertador;7,888859;-75,671761;SUR DE CÓRDOBA;Sin zona;true;Rural;true;No ZNRA;Presencia
23;23586;Purísima de la concepción;9,239295;-75,724987;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23660;Sahagún;8,943048;-75,445834;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23670;San andrés de sotavento;9,145448;-75,50879;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23672;San antero;9,376434;-75,76112;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
23;23675;San bernardo del viento;9,35247;-75,955107;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
23;23678;San carlos;8,799282;-75,698799;No PDET;Sin zona;false;Rural;true;Cordoba;Ausencia
23;23682;San josé de uré;7,787303;-75,533476;SUR DE CÓRDOBA;Sin zona;true;Rural;true;No ZNRA;Ausencia
23;23686;San pelayo;8,958436;-75,835615;No PDET;Sin zona;false;Rural;true;Cordoba;Ausencia
23;23807;Tierralta;8,170612;-76,059797;SUR DE CÓRDOBA;Alto Sinú;true;Intermedio;true;No ZNRA;Ausencia
23;23815;Tuchín;9,186625;-75,553962;No PDET;Sin zona;false;Intermedio;true;Cordoba;Ausencia
23;23855;Valencia;8,255016;-76,150756;SUR DE CÓRDOBA;Sin zona;true;Rural;true;No ZNRA;Ausencia
25;25001;Agua de dios;4,375309;-74,669221;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25019;Albán;4,878022;-74,438261;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25035;Anapoima;4,562737;-74,528676;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25040;Anolaima;4,7617;-74,46384;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25053;Arbeláez;4,272534;-74,414901;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25086;Beltrán;4,802832;-74,741666;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25095;Bituima;4,872171;-74,539609;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25099;Bojacá;4,737205;-74,344594;No PDET;Sin zona;false;Ciudades y aglomeraciones;false;No ZNRA;Ausencia
25;25120;Cabrera;3,985164;-74,484549;No PDET;Cabrera;true;Rural disperso;true;No ZNRA;Ausencia
25;25123;Cachipay;4,730957;-74,435711;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25126;Cajicá;4,920009;-74,02298;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25148;Caparrapí;5,34758;-74,491045;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25151;Cáqueza;4,404112;-73,946473;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25154;Carmen de carupa;5,349119;-73,901357;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25168;Chaguaní;4,948916;-74,593455;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
25;25175;Chía;4,866508;-74,05;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25178;Chipaque;4,442671;-74,044876;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25181;Choachí;4,527048;-73,922894;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25183;Chocontá;5,145224;-73,683533;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25200;Cogua;5,061842;-73,978497;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25214;Cota;4,812564;-74,102569;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25224;Cucunubá;5,249795;-73,766113;No PDET;Sin zona;false;Rural;false;No ZNRA;Ausencia
25;25245;El colegio;4,577951;-74,442261;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25258;El peñón;5,248747;-74,290207;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
25;25260;El rosal;4,850589;-74,263103;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25269;Facatativá;4,813353;-74,350085;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25279;Fómeque;4,485474;-73,892523;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25281;Fosca;4,339093;-73,93902;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25286;Funza;4,710412;-74,201528;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25288;Fúquene;5,403997;-73,795855;No PDET;Sin zona;false;Rural;false;No ZNRA;Ausencia
25;25290;Fusagasugá;4,336723;-74,37543;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25293;Gachalá;4,693579;-73,520161;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25295;Gachancipá;4,990947;-73,873464;No PDET;Sin zona;false;Ciudades y aglomeraciones;false;No ZNRA;Ausencia
25;25297;Gachetá;4,816411;-73,636377;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25299;Gama;4,763325;-73,611037;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25307;Girardot;4,313069;-74,798201;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25312;Granada;4,519763;-74,350766;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25317;Guachetá;5,383378;-73,686972;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25320;Guaduas;5,072076;-74,603402;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25322;Guasca;4,866719;-73,877143;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25324;Guataquí;4,517517;-74,790058;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25326;Guatavita;4,935211;-73,83293;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25328;Guayabal de síquima;4,877968;-74,467437;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
25;25335;Guayabetal;4,215306;-73,815107;No PDET;Sin zona;true;Rural;true;No ZNRA;Ausencia
25;25339;Gutiérrez;4,254679;-74,003042;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25368;Jerusalén;4,562273;-74,695474;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25372;Junín;4,79057;-73,662961;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25377;La calera;4,721104;-73,968161;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25386;La mesa;4,631028;-74,461588;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25394;La palma;5,358816;-74,391022;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
25;25398;La peña;5,198945;-74,394105;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25402;La vega;4,997768;-74,336885;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25407;Lenguazaque;5,306131;-73,711512;No PDET;Sin zona;false;Rural;false;No ZNRA;Ausencia
25;25426;Machetá;5,08007;-73,608226;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25430;Madrid;4,732791;-74,265854;No PDET;Sin zona;false;Ciudades y aglomeraciones;false;No ZNRA;Ausencia
25;25436;Manta;5,009008;-73,540444;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25438;Medina;4,506298;-73,348449;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
25;25473;Mosquera;4,70653;-74,221154;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25483;Nariño;4,399837;-74,824732;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25486;Nemocón;5,068705;-73,877888;No PDET;Sin zona;false;Ciudades y aglomeraciones;false;No ZNRA;Ausencia
25;25488;Nilo;4,305838;-74,620009;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25489;Nimaima;5,125992;-74,38604;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25491;Nocaima;5,069466;-74,379093;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25506;Venecia;4,089056;-74,478301;No PDET;Venecia;false;Rural disperso;true;No ZNRA;Ausencia
25;25513;Pacho;5,136907;-74,156132;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25518;Paime;5,370487;-74,152213;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25524;Pandi;4,190393;-74,486641;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25530;Paratebueno;4,374832;-73,212825;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
25;25535;Pasca;4,308979;-74,302276;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25572;Puerto salgar;5,465413;-74,653695;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25580;Pulí;4,682022;-74,71438;No PDET;Sin zona;true;Rural disperso;true;No ZNRA;Ausencia
25;25592;Quebradanegra;5,118076;-74,48014;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25594;Quetame;4,329884;-73,863214;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25596;Quipile;4,74481;-74,533705;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25599;Apulo;4,520304;-74,593926;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25612;Ricaurte;4,282113;-74,772861;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25645;San antonio del tequendama;4,616138;-74,351443;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25649;San bernardo;4,179433;-74,42296;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25653;San cayetano;5,332938;-74,024754;No PDET;Sin zona;false;Rural disperso;true;No ZNRA;Ausencia
25;25658;San francisco;4,972917;-74,289672;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25662;San juan de rioseco;4,847575;-74,621919;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25718;Sasaima;4,962167;-74,432628;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25736;Sesquilé;5,04476;-73,796099;No PDET;Sin zona;false;Rural;true;No ZNRA;Ausencia
25;25740;Sibaté;4,492625;-74,257874;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25743;Silvania;4,381981;-74,405534;No PDET;Sin zona;true;Intermedio;true;No ZNRA;Ausencia
25;25745;Simijaca;5,505231;-73,850703;No PDET;Sin zona;false;Intermedio;true;No ZNRA;Ausencia
25;25754;Soacha;4,579268;-74,215463;No PDET;Sin zona;false;Ciudades y aglomeraciones;true;No ZNRA;Ausencia
25;25758;Sopó;4,915395;-73,943328;No PDET;Sin zona;false;Ciudades y aglomeraciones;false;No ZNRA;Ausencia
25;25769;Subachoque;4,929118;-74,172773;No PDET;Sin zona;false;Intermedio;false;No ZNRA;Ausencia
25;25772;Suesca;5,103495;-73,798227;No PDET;Sin zona;false;Intermedio;false;No ZNRA;Ausencia
